id,author_first_name,author_last_name,book_title,genre
7583ad35-71f7-420c-aecf-13e4cb0931a1,Rudd,Carnock,Zatoichi's Vengeance (Zatôichi no uta ga kikoeru) (Zatôichi 13),Action|Drama
39a451f2-9ae7-4665-a7ea-5159d8d07625,Janene,Colquyte,Hot Lead and Cold Feet,Action|Comedy|Western
eecf2dad-02a1-4848-a377-aa835f3520c4,Trudey,Berens,"Nutty Professor, The",Comedy|Fantasy|Romance|Sci-Fi
a30b6ae0-0046-46d2-a00c-afec5ebdc4b0,Leena,Stoad,"Devil's in the Details, The",Thriller
cbd3aafc-daf5-444d-b29b-03cf66535f53,Titus,Weedall,Nightbreed,Fantasy|Horror
08df9f91-fa65-42ab-a930-d70668b7fac9,Whitman,Maw,Only Two Can Play,Comedy|Drama
70a1f65c-d026-4a75-a6b3-2dd276eb9c46,Trudey,Hassen,Z,Drama|Mystery|Thriller
4d04eba8-7bc4-421d-9b3c-27260601cf79,Irina,Challener,"Die, Monster, Die!",Horror|Mystery|Sci-Fi
cd2a6c7f-f910-4fae-bbb3-9d181d176f0b,Constantin,Moorhead,Trail of the Screaming Forehead,Comedy|Sci-Fi
ede22492-50da-4110-b831-3d736dcd942e,Karney,De Pietri,A Via Láctea,Drama
5ff60f8e-4ba6-428c-8426-c0b565a28025,Sybille,Patek,Flandres (Flanders),Action|Drama|War
51ce9043-b0e8-43b0-9976-cabfb1e656e4,Nickie,Huxter,Get Well Soon,Comedy|Drama|Romance
6b415280-1564-401c-9635-f22dde8a69ee,Lisbeth,Dennick,Above the Rim,Crime|Drama
9356fe68-3a78-4691-aa24-29f8b5b7ad3b,Shellysheldon,Kliemann,More About the Children of Noisy Village (a.k.a. More About the Children of Bullerby Village) (Mer om oss barn i Bullerbyn),Children
071967c9-9696-427b-af0a-743861a69a08,Nikolos,McAtamney,Scary or Die,Horror
0161d8eb-5c15-4c61-b21c-d3a5a82bf53a,Marion,Kirtlan,Street of Shame (Akasen chitai),Drama
80de15b1-eaf2-41d7-a99f-aef2c5a6441d,Julee,Bramhall,In the Name of the King 2: Two Worlds,Action|Adventure|Drama|Fantasy
c0fe5280-ce5a-4b4a-b027-c503f16f5399,Wilbur,Wasson,Greystone Park,Horror
a657a0b4-263d-43d9-b13c-a9058cb64644,Kliment,Jest,You Can't Take It with You,Comedy|Romance
33fd3ae1-fb42-4544-a3ba-5aee457c767f,Carole,Eliasson,"Raisin in the Sun, A",Drama
